audit,strategy,model,metric,value,ci_low,ci_high,n
tenant_screening,in_processing,logistic_regression,accuracy,0.6262821753435263,0.6129281981807625,0.6384749371008323,5167
tenant_screening,in_processing,logistic_regression,auc,0.5984179154774997,,,5167
tenant_screening,in_processing,logistic_regression,f1,0.7114896160167339,0.6989999136222147,0.7235984795959312,5167
tenant_screening,in_processing,random_forest,accuracy,0.6278304625508032,0.6144764853880395,0.6402167602090187,5167
tenant_screening,in_processing,random_forest,auc,0.6228809449784591,,,5167
tenant_screening,in_processing,random_forest,f1,0.6889859291606018,0.6747373094861167,0.701375398450661,5167
tenant_screening,in_processing,gradient_boosting,accuracy,0.6702148248500097,0.6566673117863364,0.6826011225082252,5167
tenant_screening,in_processing,gradient_boosting,auc,0.6549042840091547,,,5167
tenant_screening,in_processing,gradient_boosting,f1,0.7377654662973222,0.724810396918668,0.7493174725949209,5167
tenant_screening,post_processing,logistic_regression,accuracy,0.6346042190826399,0.6216324753241727,0.6473775885426747,5167
tenant_screening,post_processing,logistic_regression,auc,,,,5167
tenant_screening,post_processing,logistic_regression,f1,0.7265353418308228,0.7145379911222636,0.7377479698098789,5167
tenant_screening,post_processing,random_forest,accuracy,0.6409909038126572,0.6276369266498936,0.653764273272692,5167
tenant_screening,post_processing,random_forest,auc,,,,5167
tenant_screening,post_processing,random_forest,f1,0.7138670368656486,0.7005911331824166,0.7256899573866661,5167
tenant_screening,post_processing,gradient_boosting,accuracy,0.6742790787691116,0.660925101606348,0.6870524482291465,5167
tenant_screening,post_processing,gradient_boosting,auc,,,,5167
tenant_screening,post_processing,gradient_boosting,f1,0.743874600517425,0.7310613947058016,0.7555496787337852,5167
